resume_id,job_id,overlap_ratio,label
r_375,AI14746,0.25,0
r_375,AI03604,0.25,0
r_346,AI03749,0.25,0
r_134,AI08401,0.2,0
r_200,AI13754,0.25,0
r_375,AI08257,0.2,0
r_588,AI09129,0.25,0
r_93,AI06514,0.25,0
r_561,AI01703,0.2,0
r_174,AI02403,0.2,0
r_594,AI10612,0.2,0
r_346,AI03590,0.25,0
r_93,AI03296,0.25,0
r_594,AI12980,0.25,0
r_806,AI13061,0.5,1
r_562,AI10439,0.25,0
r_503,AI14751,0.2,0
r_209,AI14277,0.25,0
r_375,AI08531,0.2,0
r_632,AI05407,0.25,0
r_451,AI02339,0.2,0
r_346,AI05332,0.2,0
r_2136,AI01474,0.5,1
r_656,AI03319,0.25,0
r_562,AI09880,0.25,0
r_346,AI14116,0.2,0
r_346,AI04201,0.2,0
r_673,AI14049,0.5,1
r_134,AI05045,0.25,0
r_575,AI00437,0.25,0
r_160,AI10159,0.2,0
r_594,AI02467,0.2,0
r_575,AI02299,0.25,0
r_594,AI12768,0.25,0
r_599,AI12362,0.2,0
r_2667,AI07230,0.5,1
r_594,AI02503,0.2,0
r_187,AI03236,0.2,0
r_594,AI00953,0.2,0
r_3011,AI11781,0.5,1
r_93,AI09427,0.2,0
r_375,AI07553,0.25,0
r_594,AI09133,0.2,0
r_174,AI01329,0.25,0
r_588,AI04640,0.2,0
r_406,AI06212,0.25,0
r_111,AI08410,0.2,0
r_209,AI10501,0.25,0
r_503,AI12856,0.2,0
r_503,AI09436,0.2,0
r_406,AI11755,0.5,1
r_503,AI04611,0.2,0
r_174,AI09741,0.2,0
r_89,AI08098,0.2,0
r_575,AI09566,0.2,0
r_160,AI13436,0.25,0
r_93,AI03795,0.25,0
r_503,AI12839,0.25,0
r_160,AI05183,0.5,1
r_406,AI08083,0.2,0
r_1724,AI14063,0.5,1
r_632,AI10404,0.25,0
r_673,AI06259,0.25,0
r_451,AI00604,0.25,0
r_224,AI01935,0.2,0
r_93,AI09058,0.25,0
r_588,AI01886,0.25,0
r_599,AI07291,0.2,0
r_539,AI08819,0.2,0
r_3011,AI11959,0.5,1
r_187,AI14367,0.2,0
r_224,AI01766,0.2,0
r_594,AI14928,0.2,0
r_58,AI14720,0.25,0
r_575,AI10352,0.25,0
r_575,AI10701,0.2,0
r_561,AI02098,0.2,0
r_12,AI01368,0.2,0
r_58,AI03092,0.2,0
r_503,AI08429,0.5,1
r_1741,AI12760,0.5,1
r_561,AI04098,0.2,0
r_539,AI00225,0.25,0
r_187,AI14573,0.2,0
r_93,AI03948,0.25,0
r_562,AI09192,0.2,0
r_132,AI04113,0.2,0
r_89,AI10869,0.2,0
r_12,AI13350,0.25,0
r_224,AI07215,0.25,0
r_160,AI13985,0.25,0
r_566,AI07949,0.25,0
r_588,AI07423,0.25,0
r_406,AI11712,0.2,0
r_200,AI08440,0.2,0
r_209,AI03637,0.2,0
r_224,AI10732,0.25,0
r_539,AI02550,0.25,0
r_209,AI01874,0.2,0
r_575,AI02021,0.25,0
r_200,AI04786,0.25,0
r_594,AI11241,0.25,0
r_160,AI12875,0.25,0
r_111,AI06296,0.5,1
r_375,AI09615,0.25,0
r_575,AI12596,0.25,0
r_187,AI13133,0.2,0
r_673,AI04426,0.25,0
r_566,AI07753,0.2,0
r_89,AI12780,0.5,1
r_451,AI01175,0.2,0
r_2088,AI00886,0.5,1
r_160,AI10919,0.2,0
r_594,AI04088,0.25,0
r_346,AI12697,0.25,0
r_575,AI12590,0.25,0
r_187,AI13493,0.25,0
r_187,AI01564,0.25,0
r_599,AI08246,0.25,0
r_160,AI03867,0.25,0
r_1817,AI05301,0.5,1
r_187,AI00692,0.2,0
r_134,AI00816,0.25,0
r_594,AI09676,0.25,0
r_346,AI10932,0.25,0
r_375,AI07498,0.25,0
r_2940,AI11959,0.5,1
r_588,AI06195,0.25,0
r_187,AI13197,0.25,0
r_111,AI10363,0.25,0
r_632,AI08633,0.25,0
r_656,AI00522,0.2,0
r_134,AI08791,0.25,0
r_111,AI01117,0.2,0
r_134,AI06394,0.2,0
r_346,AI14299,0.25,0
r_58,AI00644,0.2,0
r_111,AI05062,0.25,0
r_134,AI13228,0.25,0
r_599,AI13367,0.25,0
r_111,AI07372,0.25,0
r_200,AI06162,0.2,0
r_111,AI05301,0.5,1
r_224,AI04506,0.2,0
r_174,AI08252,0.25,0
r_406,AI02390,0.25,0
r_346,AI02054,0.5,1
r_346,AI14585,0.25,0
r_451,AI03965,0.25,0
r_89,AI14981,0.2,0
r_12,AI10869,0.2,0
r_134,AI09936,0.25,0
r_111,AI07832,0.25,0
r_209,AI07261,0.25,0
r_539,AI11776,0.25,0
r_575,AI04761,0.2,0
r_12,AI03920,0.2,0
r_1261,AI04200,0.5,1
r_209,AI10283,0.25,0
r_599,AI08706,0.25,0
r_969,AI02849,0.5,1
r_346,AI10529,0.2,0
r_209,AI05597,0.25,0
r_594,AI07138,0.2,0
r_588,AI05631,0.2,0
r_346,AI14426,0.25,0
r_93,AI13748,0.2,0
r_93,AI09435,0.25,0
r_503,AI02067,0.2,0
r_174,AI03866,0.25,0
r_12,AI10077,0.25,0
r_656,AI04327,0.25,0
r_346,AI10760,0.2,0
r_575,AI09355,0.25,0
r_451,AI00373,0.2,0
r_111,AI01216,0.2,0
r_224,AI02391,0.2,0
r_134,AI01107,0.5,1
r_224,AI11964,0.25,0
r_632,AI14481,0.25,0
r_187,AI03818,0.2,0
r_132,AI08133,0.2,0
r_673,AI11850,0.25,0
r_681,AI10768,0.5,1
r_209,AI05309,0.2,0
r_132,AI09267,0.25,0
r_996,AI08237,0.5,1
r_375,AI08568,0.5,1
r_12,AI04986,0.2,0
r_451,AI08397,0.2,0
r_562,AI11730,0.25,0
r_224,AI10030,0.25,0
r_594,AI03082,0.25,0
r_89,AI07984,0.2,0
r_224,AI09810,0.2,0
r_588,AI12745,0.25,0
r_200,AI12393,0.25,0
r_12,AI08476,0.2,0
r_160,AI07604,0.25,0
r_209,AI05129,0.25,0
r_575,AI09810,0.2,0
r_561,AI04698,0.2,0
r_503,AI01604,0.2,0
r_599,AI08571,0.2,0
r_1817,AI09286,0.5,1
r_806,AI05884,0.5,1
r_134,AI06789,0.2,0
r_93,AI00569,0.25,0
r_632,AI01255,0.2,0
r_200,AI02901,0.2,0
r_174,AI13730,0.2,0
r_599,AI03604,0.25,0
r_406,AI11647,0.25,0
r_2136,AI07910,0.5,1
r_996,AI05301,0.5,1
r_673,AI01599,0.2,0
r_89,AI11817,0.2,0
r_594,AI13644,0.2,0
r_588,AI13872,0.2,0
r_12,AI07734,0.25,0
r_224,AI07549,0.25,0
r_160,AI11471,0.2,0
r_656,AI10404,0.25,0
r_346,AI12706,0.25,0
r_588,AI09840,0.25,0
r_160,AI03158,0.25,0
r_594,AI08578,0.2,0
r_632,AI05481,0.2,0
r_673,AI02514,0.25,0
r_375,AI14917,0.25,0
r_346,AI06555,0.2,0
r_209,AI05592,0.25,0
r_187,AI10301,0.25,0
r_588,AI05006,0.2,0
r_575,AI02780,0.2,0
r_673,AI10853,0.25,0
r_160,AI04126,0.2,0
r_187,AI11747,0.2,0
r_599,AI06712,0.2,0
r_2667,AI09286,0.5,1
r_1231,AI05183,0.5,1
r_561,AI03355,0.25,0
r_406,AI13016,0.2,0
r_2716,AI05612,0.5,1
r_93,AI09390,0.2,0
r_111,AI01838,0.25,0
r_575,AI07201,0.25,0
r_375,AI06175,0.25,0
r_174,AI13877,0.25,0
r_562,AI13886,0.25,0
r_594,AI13730,0.2,0
r_561,AI00431,0.2,0
r_89,AI10179,0.2,0
r_783,AI14362,0.5,1
r_632,AI13728,0.2,0
r_111,AI10748,0.2,0
r_656,AI01440,0.25,0
r_1253,AI10238,0.5,1
r_224,AI13918,0.25,0
r_503,AI03867,0.25,0
r_451,AI02673,0.25,0
r_562,AI13473,0.2,0
r_12,AI05949,0.2,0
r_200,AI14946,0.25,0
r_588,AI13379,0.2,0
r_224,AI01844,0.25,0
r_134,AI14144,0.2,0
r_594,AI14820,0.25,0
r_562,AI07181,0.25,0
r_539,AI11705,0.2,0
r_575,AI08993,0.2,0
r_12,AI01653,0.5,1
r_632,AI11769,0.25,0
r_209,AI13416,0.2,0
r_134,AI02503,0.2,0
r_346,AI05236,0.2,0
r_632,AI14036,0.2,0
r_89,AI06132,0.2,0
r_539,AI12416,0.25,0
r_111,AI11233,0.25,0
r_174,AI11729,0.25,0
r_134,AI03331,0.25,0
r_406,AI11901,0.25,0
r_132,AI06212,0.25,0
r_93,AI13318,0.25,0
r_566,AI14167,0.2,0
r_673,AI03378,0.2,0
r_375,AI09602,0.25,0
r_1773,AI09434,0.5,1
r_200,AI02988,0.25,0
r_1817,AI08568,0.5,1
r_111,AI12152,0.2,0
r_656,AI02299,0.25,0
r_756,AI11122,0.5,1
r_2638,AI07230,0.5,1
r_12,AI02748,0.2,0
r_160,AI04786,0.25,0
r_2937,AI05651,0.5,1
r_224,AI07637,0.2,0
r_406,AI02833,0.25,0
r_561,AI07638,0.25,0
r_132,AI14849,0.25,0
r_2173,AI11122,0.5,1
r_599,AI12053,0.2,0
r_656,AI00253,0.2,0
r_174,AI01387,0.2,0
r_93,AI05342,0.2,0
r_187,AI07820,0.25,0
r_588,AI09268,0.2,0
r_89,AI01540,0.25,0
r_594,AI04518,0.2,0
r_451,AI14512,0.2,0
r_451,AI01387,0.2,0
r_160,AI02556,0.25,0
r_346,AI06480,0.25,0
r_406,AI09202,0.25,0
r_673,AI02886,0.2,0
r_599,AI07113,0.25,0
r_406,AI03887,0.2,0
r_594,AI06350,0.25,0
r_111,AI05481,0.2,0
r_451,AI00002,0.2,0
r_89,AI00664,0.25,0
r_594,AI03488,0.2,0
r_575,AI03009,0.2,0
r_594,AI02464,0.25,0
r_187,AI08515,0.25,0
r_575,AI06324,0.2,0
r_346,AI13854,0.25,0
r_187,AI03965,0.25,0
r_2937,AI06944,0.5,1
r_406,AI13340,0.25,0
r_539,AI04216,0.2,0
r_566,AI06555,0.2,0
r_503,AI10340,0.25,0
r_132,AI04562,0.2,0
r_89,AI11582,0.25,0
r_58,AI02584,0.2,0
r_503,AI07900,0.2,0
r_562,AI14594,0.25,0
r_503,AI02021,0.25,0
r_1790,AI13914,0.5,1
r_160,AI06589,0.25,0
r_1261,AI06832,0.5,1
r_594,AI00972,0.25,0
r_134,AI07257,0.2,0
r_539,AI11485,0.2,0
r_539,AI14287,0.2,0
r_588,AI12962,0.2,0
r_12,AI01183,0.25,0
r_174,AI05893,0.25,0
r_132,AI03076,0.2,0
r_187,AI14333,0.2,0
r_375,AI14464,0.2,0
r_539,AI10784,0.25,0
r_1811,AI09637,0.5,1
r_89,AI10457,0.5,1
r_1231,AI14187,0.5,1
r_588,AI02556,0.25,0
r_346,AI08440,0.2,0
r_632,AI00288,0.2,0
r_174,AI01096,0.2,0
r_656,AI08148,0.2,0
r_134,AI14455,0.2,0
r_58,AI12447,0.2,0
r_656,AI03595,0.25,0
r_160,AI08669,0.25,0
r_594,AI13887,0.25,0
r_209,AI05995,0.2,0
r_160,AI08278,0.25,0
r_375,AI14558,0.25,0
r_656,AI13885,0.2,0
r_132,AI11751,0.2,0
r_503,AI09079,0.2,0
r_562,AI04436,0.2,0
r_566,AI14733,0.2,0
r_503,AI01732,0.25,0
r_599,AI02144,0.25,0
r_89,AI06569,0.2,0
r_566,AI00994,0.2,0
r_111,AI14751,0.2,0
r_539,AI13367,0.25,0
r_2366,AI10648,0.5,1
r_209,AI06301,0.25,0
r_346,AI06684,0.2,0
r_89,AI12645,0.25,0
r_1741,AI08568,0.5,1
r_209,AI14816,0.2,0
r_200,AI12784,0.2,0
r_632,AI01930,0.25,0
r_451,AI02792,0.2,0
r_224,AI06166,0.2,0
r_503,AI09390,0.2,0
r_451,AI08966,0.25,0
r_632,AI05355,0.2,0
r_89,AI08791,0.25,0
r_12,AI06212,0.25,0
r_594,AI07513,0.2,0
r_594,AI03585,0.25,0
r_134,AI13559,0.2,0
r_594,AI01364,0.25,0
r_89,AI07700,0.2,0
r_12,AI10897,0.2,0
r_187,AI02280,0.2,0
r_561,AI09527,0.25,0
r_599,AI03358,0.2,0
r_111,AI01051,0.25,0
r_209,AI12986,0.25,0
r_12,AI00468,0.25,0
r_209,AI14224,0.25,0
r_599,AI13776,0.25,0
r_375,AI08233,0.2,0
r_111,AI00305,0.2,0
r_346,AI03712,0.25,0
r_588,AI11793,0.2,0
r_93,AI06832,0.5,1
r_539,AI05426,0.2,0
r_594,AI07591,0.2,0
r_599,AI03772,0.25,0
r_632,AI03072,0.5,1
r_575,AI04776,0.25,0
r_209,AI12880,0.2,0
r_58,AI14594,0.25,0
r_406,AI14720,0.25,0
r_346,AI12237,0.2,0
r_160,AI09957,0.2,0
r_594,AI12936,0.25,0
r_451,AI06143,0.2,0
r_224,AI06065,0.2,0
r_406,AI07934,0.2,0
r_58,AI08755,0.2,0
r_58,AI03934,0.2,0
r_134,AI02426,0.25,0
r_2173,AI00156,0.5,1
r_588,AI01778,0.2,0
r_160,AI13269,0.2,0
r_1058,AI08237,0.5,1
r_566,AI14594,0.25,0
r_566,AI09696,0.2,0
r_656,AI13000,0.2,0
r_187,AI08652,0.25,0
r_561,AI09627,0.25,0
r_134,AI01424,0.2,0
r_58,AI12532,0.2,0
r_209,AI09084,0.25,0
r_187,AI06180,0.2,0
r_209,AI07918,0.25,0
r_224,AI10948,0.25,0
r_599,AI12825,0.2,0
r_12,AI06054,0.2,0
r_89,AI03791,0.2,0
r_224,AI01445,0.25,0
r_2292,AI00156,0.5,1
r_12,AI02968,0.2,0
r_539,AI14299,0.25,0
r_160,AI14086,0.2,0
r_111,AI12868,0.2,0
r_375,AI02620,0.25,0
r_12,AI01664,0.2,0
r_160,AI02977,0.25,0
r_503,AI10809,0.2,0
r_503,AI09874,0.2,0
r_132,AI01026,0.2,0
r_134,AI12149,0.25,0
r_12,AI00785,0.2,0
r_451,AI08007,0.25,0
r_503,AI05423,0.2,0
r_160,AI03852,0.2,0
r_561,AI04126,0.2,0
r_566,AI12961,0.25,0
r_224,AI00272,0.25,0
r_594,AI01356,0.25,0
r_566,AI12590,0.25,0
r_187,AI00020,0.2,0
r_174,AI01727,0.25,0
r_632,AI09390,0.2,0
r_209,AI08392,0.25,0
r_375,AI13255,0.25,0
r_632,AI00020,0.2,0
r_134,AI09810,0.2,0
r_200,AI00116,0.25,0
r_174,AI11355,0.2,0
r_2173,AI02054,0.5,1
r_503,AI05590,0.2,0
r_406,AI11422,0.25,0
r_406,AI12927,0.25,0
r_174,AI04905,0.25,0
r_599,AI06029,0.2,0
r_58,AI04688,0.2,0
r_12,AI14902,0.2,0
r_562,AI04262,0.2,0
r_89,AI02153,0.2,0
r_132,AI13886,0.25,0
r_632,AI14528,0.2,0
r_451,AI14585,0.25,0
r_575,AI09785,0.2,0
r_134,AI12285,0.25,0
r_588,AI14220,0.25,0
r_89,AI11866,0.2,0
r_132,AI02482,0.2,0
r_58,AI13713,0.25,0
r_539,AI10906,0.25,0
r_406,AI01651,0.25,0
r_599,AI11315,0.2,0
r_174,AI11891,0.25,0
r_174,AI13592,0.2,0
r_200,AI08339,0.25,0
r_93,AI05709,0.25,0
r_200,AI11439,0.25,0
r_2299,AI14362,0.5,1
r_134,AI00648,0.2,0
r_806,AI03714,0.5,1
r_160,AI01001,0.2,0
r_994,AI02466,0.5,1
r_599,AI07103,0.25,0
r_200,AI07011,0.2,0
r_575,AI14339,0.2,0
r_575,AI05766,0.25,0
r_1058,AI05177,0.5,1
r_503,AI05635,0.2,0
r_200,AI03843,0.25,0
r_134,AI06023,0.25,0
r_89,AI14195,0.25,0
r_160,AI03757,0.2,0
r_187,AI02942,0.25,0
r_375,AI01838,0.25,0
r_89,AI14645,0.2,0
r_575,AI10826,0.2,0
r_200,AI06692,0.2,0
r_174,AI04705,0.25,0
r_406,AI05941,0.25,0
r_160,AI08699,0.25,0
r_632,AI09880,0.25,0
r_575,AI09655,0.2,0
r_562,AI14793,0.25,0
r_111,AI03127,0.25,0
r_656,AI14573,0.2,0
r_562,AI14362,0.5,1
r_134,AI08149,0.2,0
r_406,AI07201,0.25,0
r_58,AI08652,0.25,0
r_2716,AI01474,0.5,1
r_200,AI12697,0.25,0
r_93,AI07820,0.25,0
r_89,AI07042,0.2,0
r_187,AI00415,0.2,0
r_132,AI11422,0.25,0
r_562,AI02329,0.25,0
r_187,AI00867,0.2,0
r_575,AI09518,0.25,0
r_200,AI00253,0.2,0
r_187,AI04098,0.2,0
r_209,AI06054,0.2,0
r_996,AI10551,0.5,1
r_174,AI08914,0.2,0
r_575,AI08782,0.2,0
r_58,AI06050,0.2,0
r_375,AI02846,0.2,0
r_594,AI04892,0.25,0
r_224,AI08295,0.25,0
r_406,AI04200,0.5,1
r_111,AI04270,0.2,0
r_200,AI00867,0.2,0
r_503,AI03208,0.25,0
r_599,AI13903,0.25,0
r_132,AI09237,0.25,0
r_93,AI06784,0.25,0
r_174,AI14025,0.25,0
r_111,AI14026,0.2,0
r_994,AI05568,0.5,1
r_200,AI06136,0.25,0
r_89,AI15000,0.2,0
r_93,AI06530,0.25,0
r_673,AI04045,0.2,0
r_406,AI04270,0.2,0
r_451,AI02424,0.2,0
r_406,AI02562,0.25,0
r_588,AI01439,0.25,0
r_599,AI09267,0.25,0
r_562,AI04695,0.2,0
r_132,AI08581,0.25,0
r_406,AI12371,0.25,0
r_375,AI10534,0.25,0
r_994,AI14187,0.5,1
r_93,AI11285,0.25,0
r_406,AI04970,0.25,0
r_132,AI00822,0.2,0
r_111,AI09232,0.2,0
r_561,AI04651,0.2,0
r_656,AI14720,0.25,0
r_451,AI07825,0.25,0
r_346,AI09408,0.2,0
r_224,AI06839,0.25,0
r_599,AI00605,0.2,0
r_160,AI13278,0.2,0
r_132,AI13356,0.2,0
r_375,AI00194,0.25,0
r_575,AI02418,0.2,0
r_134,AI12950,0.5,1
r_346,AI13255,0.25,0
r_2922,AI05183,0.5,1
r_406,AI07877,0.2,0
r_656,AI08440,0.2,0
r_673,AI03996,0.2,0
r_346,AI09953,0.25,0
r_561,AI02901,0.2,0
r_594,AI06449,0.25,0
r_111,AI00167,0.25,0
r_681,AI01107,0.5,1
r_375,AI08112,0.2,0
r_561,AI05948,0.25,0
r_224,AI10909,0.25,0
r_599,AI03639,0.25,0
r_632,AI08804,0.25,0
r_588,AI10529,0.2,0
r_12,AI04190,0.2,0
r_566,AI10238,0.5,1
r_1741,AI00156,0.5,1
r_134,AI05968,0.2,0
r_89,AI09773,0.2,0
r_2603,AI05177,0.5,1
r_89,AI04256,0.2,0
r_594,AI00723,0.2,0
r_209,AI07042,0.2,0
r_539,AI06938,0.25,0
r_111,AI09896,0.25,0
r_200,AI05433,0.2,0
r_58,AI07230,0.5,1
r_209,AI09304,0.25,0
r_599,AI06090,0.2,0
r_375,AI10715,0.2,0
r_575,AI06712,0.2,0
r_89,AI14269,0.2,0
r_539,AI09233,0.25,0
r_224,AI03916,0.2,0
r_2869,AI00045,0.5,1
r_200,AI09685,0.25,0
r_588,AI02990,0.25,0
r_561,AI01368,0.2,0
r_132,AI04009,0.2,0
r_89,AI09253,0.2,0
r_588,AI08100,0.25,0
r_594,AI13258,0.2,0
r_93,AI06314,0.2,0
r_406,AI03360,0.2,0
r_1790,AI13447,0.5,1
r_134,AI06739,0.25,0
r_594,AI10030,0.25,0
r_594,AI02461,0.2,0
r_89,AI12280,0.25,0
r_632,AI06195,0.25,0
r_588,AI11730,0.25,0
r_539,AI11351,0.25,0
r_503,AI02519,0.2,0
r_375,AI05006,0.2,0
r_187,AI09489,0.2,0
r_132,AI08440,0.2,0
r_375,AI13670,0.25,0
r_599,AI07513,0.2,0
r_2895,AI05301,0.5,1
r_111,AI02051,0.25,0
r_632,AI07810,0.25,0
r_346,AI01488,0.2,0
r_656,AI04018,0.25,0
r_588,AI13101,0.25,0
r_58,AI11315,0.2,0
r_12,AI03249,0.25,0
r_209,AI00551,0.2,0
r_209,AI06500,0.25,0
r_656,AI05632,0.25,0
r_160,AI06440,0.2,0
r_209,AI09267,0.25,0
r_451,AI10244,0.2,0
r_174,AI04120,0.25,0
r_134,AI14774,0.2,0
r_89,AI05052,0.2,0
r_132,AI08429,0.5,1
r_768,AI05177,0.5,1
r_89,AI11851,0.25,0
r_174,AI05863,0.25,0
r_503,AI10388,0.25,0
r_566,AI10340,0.25,0
r_2667,AI08429,0.5,1
r_111,AI14648,0.2,0
r_58,AI02990,0.25,0
r_200,AI03867,0.25,0
r_588,AI02572,0.2,0
r_599,AI13184,0.25,0
r_174,AI12053,0.2,0
r_632,AI07113,0.25,0
r_58,AI10704,0.2,0
r_566,AI12848,0.2,0
r_1640,AI01360,0.5,1
r_2955,AI11104,0.5,1
r_375,AI05129,0.25,0
r_160,AI10944,0.25,0
r_209,AI04721,0.25,0
r_160,AI06407,0.2,0
r_187,AI01665,0.25,0
r_209,AI06819,0.25,0
r_561,AI02792,0.2,0
r_375,AI10784,0.25,0
r_375,AI06580,0.2,0
r_93,AI08770,0.2,0
r_174,AI01737,0.2,0
r_594,AI02231,0.25,0
r_599,AI04201,0.2,0
r_224,AI14997,0.25,0
r_594,AI11048,0.2,0
r_12,AI01242,0.25,0
r_134,AI13356,0.2,0
r_132,AI02161,0.2,0
r_12,AI08937,0.2,0
r_566,AI10316,0.2,0
r_594,AI05577,0.2,0
r_200,AI06855,0.25,0
r_406,AI14437,0.2,0
r_594,AI07307,0.2,0
r_224,AI14782,0.25,0
r_93,AI12574,0.25,0
r_656,AI09815,0.2,0
r_132,AI00867,0.2,0
r_632,AI12490,0.25,0
r_200,AI07820,0.25,0
r_160,AI07150,0.2,0
r_132,AI05531,0.25,0
r_451,AI03887,0.2,0
r_656,AI07685,0.25,0
r_200,AI03441,0.2,0
r_346,AI03509,0.2,0
r_451,AI06195,0.25,0
r_503,AI07400,0.2,0
r_562,AI12926,0.25,0
r_539,AI11028,0.2,0
r_503,AI02098,0.2,0
r_111,AI08278,0.25,0
r_132,AI04041,0.2,0
r_12,AI13964,0.25,0
r_451,AI13903,0.25,0
r_656,AI12766,0.2,0
r_174,AI05751,0.25,0
r_632,AI08571,0.2,0
r_224,AI01872,0.2,0
r_406,AI14063,0.5,1
r_111,AI07851,0.2,0
r_588,AI02478,0.25,0
r_561,AI07498,0.25,0
r_566,AI01387,0.2,0
r_111,AI06314,0.2,0
r_406,AI10542,0.2,0
r_561,AI11365,0.2,0
r_89,AI07799,0.2,0
r_375,AI12077,0.25,0
r_132,AI07103,0.25,0
r_451,AI02550,0.25,0
r_673,AI04314,0.25,0
r_566,AI04134,0.25,0
r_89,AI10698,0.25,0
r_174,AI10475,0.2,0
r_111,AI02067,0.2,0
r_503,AI01482,0.2,0
r_566,AI12069,0.2,0
r_406,AI02161,0.2,0
r_160,AI02901,0.2,0
r_200,AI07257,0.2,0
r_562,AI04640,0.2,0
r_93,AI14792,0.2,0
r_575,AI12065,0.2,0
r_588,AI11644,0.25,0
r_2857,AI05758,0.5,1
r_160,AI11485,0.2,0
r_224,AI04098,0.2,0
r_224,AI13184,0.25,0
r_209,AI08888,0.25,0
r_132,AI07423,0.25,0
r_89,AI10234,0.25,0
r_209,AI14654,0.25,0
r_673,AI06150,0.2,0
r_561,AI04679,0.25,0
r_12,AI03148,0.25,0
r_1197,AI00007,0.5,1
r_12,AI14649,0.5,1
r_656,AI02800,0.2,0
r_2195,AI14362,0.5,1
r_174,AI11688,0.25,0
r_93,AI14849,0.25,0
r_200,AI14026,0.2,0
r_346,AI14495,0.2,0
r_599,AI14779,0.2,0
r_2303,AI09286,0.5,1
r_709,AI11959,0.5,1
r_375,AI08195,0.2,0
r_160,AI11986,0.2,0
r_2922,AI09066,0.5,1
r_562,AI08282,0.2,0
r_406,AI13854,0.25,0
r_89,AI13100,0.25,0
r_599,AI14917,0.25,0
r_451,AI06580,0.2,0
r_632,AI09874,0.2,0
r_132,AI14512,0.2,0
r_12,AI05706,0.2,0
r_209,AI06780,0.2,0
r_134,AI11851,0.25,0
r_187,AI06308,0.2,0
r_503,AI06195,0.25,0
r_132,AI13233,0.2,0
r_566,AI04776,0.25,0
r_375,AI12914,0.2,0
r_406,AI00183,0.25,0
r_224,AI06915,0.2,0
r_562,AI07674,0.25,0
r_1773,AI05183,0.5,1
r_375,AI06811,0.2,0
r_89,AI06596,0.25,0
r_451,AI08297,0.25,0
r_200,AI06811,0.2,0
r_1961,AI13736,0.5,1
r_346,AI09398,0.25,0
r_406,AI14026,0.2,0
r_346,AI13736,0.5,1
r_594,AI04013,0.25,0
r_58,AI06561,0.25,0
r_346,AI12532,0.2,0
r_599,AI02562,0.25,0
r_12,AI02570,0.2,0
r_209,AI06184,0.25,0
r_562,AI05480,0.2,0
r_575,AI10695,0.2,0
r_200,AI12706,0.25,0
r_561,AI13341,0.25,0
r_174,AI12219,0.2,0
r_58,AI12839,0.25,0
r_561,AI07087,0.2,0
r_656,AI07399,0.2,0
r_575,AI01888,0.2,0
r_174,AI05127,0.2,0
r_224,AI07745,0.25,0
r_200,AI04041,0.2,0
r_632,AI12787,0.25,0
r_160,AI09879,0.2,0
r_656,AI10799,0.25,0
r_200,AI14562,0.2,0
r_562,AI08083,0.2,0
r_12,AI11106,0.2,0
r_200,AI01838,0.25,0
r_562,AI01439,0.25,0
r_12,AI14371,0.2,0
r_224,AI04074,0.25,0
r_561,AI08487,0.2,0
r_599,AI08669,0.25,0
r_346,AI04971,0.2,0
r_2264,AI11212,0.5,1
r_187,AI01194,0.2,0
r_160,AI09994,0.25,0
r_539,AI00761,0.2,0
r_575,AI06508,0.2,0
r_134,AI06088,0.2,0
r_58,AI10346,0.25,0
r_89,AI04059,0.25,0
r_673,AI02162,0.5,1
r_111,AI02780,0.2,0
r_1828,AI00045,0.5,1
r_93,AI01325,0.25,0
r_346,AI06201,0.25,0
r_406,AI14018,0.2,0
r_132,AI11901,0.25,0
r_673,AI11888,0.25,0
r_134,AI00694,0.25,0
r_632,AI12795,0.2,0
r_562,AI14528,0.2,0
r_200,AI01159,0.25,0
r_12,AI00580,0.25,0
r_406,AI11769,0.25,0
r_174,AI05560,0.25,0
r_200,AI09880,0.25,0
r_562,AI04749,0.25,0
r_2857,AI04722,0.5,1
r_111,AI02430,0.25,0
r_224,AI05582,0.25,0
r_632,AI06480,0.25,0
r_93,AI10331,0.25,0
r_588,AI03784,0.2,0
r_562,AI10551,0.5,1
r_346,AI00747,0.2,0
r_588,AI07399,0.2,0
r_160,AI03712,0.25,0
r_89,AI07588,0.2,0
r_406,AI07952,0.2,0
r_12,AI05653,0.25,0
r_599,AI00816,0.25,0
r_673,AI10012,0.25,0
r_594,AI06873,0.2,0
r_174,AI01281,0.2,0
r_575,AI12803,0.25,0
r_134,AI04756,0.2,0
r_562,AI12590,0.25,0
r_2284,AI04200,0.5,1
r_134,AI11281,0.2,0
r_656,AI09268,0.2,0
r_93,AI02057,0.25,0
r_539,AI08100,0.25,0
r_2716,AI00436,0.5,1
r_160,AI06204,0.2,0
r_2940,AI05177,0.5,1
r_375,AI07220,0.25,0
r_588,AI10828,0.2,0
r_89,AI06449,0.25,0
r_89,AI02914,0.25,0
r_539,AI13558,0.2,0
r_594,AI08054,0.2,0
r_575,AI06821,0.25,0
r_174,AI13505,0.25,0
r_224,AI11694,0.25,0
r_561,AI03082,0.25,0
r_451,AI14464,0.2,0
r_160,AI10257,0.25,0
r_93,AI10516,0.2,0
r_58,AI11477,0.25,0
r_673,AI11369,0.25,0
r_12,AI09170,0.2,0
r_209,AI05371,0.2,0
r_575,AI00910,0.25,0
r_575,AI14655,0.25,0
r_12,AI07726,0.2,0
r_89,AI06313,0.25,0
r_346,AI10748,0.2,0
r_451,AI01051,0.25,0
